,Movie_ID,Review,Rating,Rate
711,711," this movie blew my mind i still cant get over the fact that jordan peele from key  peele actually wrote and directed this film i dont want to get into much detail here but i simply love this film get out has to be in my opinion the scariest films ive simply ever seen in my life i had to watch the film a second time to fully understand what was the message jordan peele was sending the message was so deep that i couldnt sleep at night most of the actors in the film were not very well known actors in the film but they were able to pull it off with an awesome performance the acting was great the dialogue was great the comedy was fantastic and the horror was superb i have to grade this movie an a   stars
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,1
712,712," i havent been to the movies since captain america: civil war but this movie here is worth seeing in theaters i was skeptical at first jordan peele directed the movie and hes more of a comedic guy he showed his comedic side in the movie and it was what a thriller like get out needed it was very satirical and it kept me on the edge of my seat throughout the movie once the movie ended i told myself that i would see it again in theaters best movie ive seen in awhile
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,1
713,713," talk about a major batten switch for a celebrity jordan peele who is usually known for acting in comedies goes the complete other way however this film isnt all scary like the conjuring but what this film does masterfully is building up the tension this film made me feel very uncomfortable and very uneasy which is what its meant to do and does it to a t in terms of acting catherine keener and daniel kaluuya give the best performances keener is very subtle and slow with her words making her character very creepy and kaluuya gives a frightful and ultimately terrifying performance and plays a character you actually rout for if you are a horror film fanatic this is what youre looking for the only flaws are that the villains are killed off way too easily making the last fight for survival a weak one but for the fact that this is peeles first film to direct this is as good of a debut as you can ask for i cant wait to see what else peele can do check it out or get out now to grade acting: b music: b directing: a effects: a scare factor: a overall: a
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
714,714, instead of spoiling anything i just feel like telling you a story of mine considering race i have myself been working with movies and one experience i have is how i needed to find a better lighting guy you see as soon as we put a black person in front of the screen the lighting guy just didnt know what to do it wasnt about race or anything he just couldnt figure out how to make the lighting look good on any black actress it just didnt work on screen now i have been waiting for this movie forever and i am a white privileged man –however white trashbut i live in a racist underdeveloped country sweden oh the irony so i found it necessary this morning to just download a shitty cam version of it and all i can think of is how beautifully lit it is even on a cam version how the light reflects so well on those ebony bodies even in the dark scenes their white teeth their genetic frame and whoops we are back into race again this movie is very subtle but always constant in its remarks on unconscious racism the direction is ever so slightly off beat sometimes to be subtle perhaps because it handles issues almost too absurd to handlebut it is truly on the top in the absurdist horror genre right up there with films such as it follows the babadook and scream what this film eventually does is asking the big questions like where consciousness is even located which made me respect the script even more big ups to jordan peele i seriously didnt think he had this in him except for the occasional brilliant key and peele sketches such as lil homie give this nigga an oscar already since these are big questions to handle it never gets too gory and the slight nuances in the acting is superb catherine keeners evil goddamn chuckle as we remember it from films such as being john malkovich is right on spot and dexters sister is brilliant in voice control the phone scene all this being said there is a contraption men can wear nowadays that with small electrodes let you feel what it is like to have a vagina and go through a period this movie is as close you can get apart from wearing a blackface from understanding racial tension nowadays an important and very entertaining movie you got soul,negative,1
715,715," jordan peele proves hes more than just a comedian that he is an exceptional writer and director and get out is proof of that it really pulls out all the stops of a great thriller keeps you shaking through out after get out i believe jordan peele will become a sought after writerdirector

chrisdaniel kaluuya a young african american goes with his white girlfriend named roseallison williams to meet her parentsbradley whitford and catherine keener in there hometown and once they finally get there things start taking a turn for the weird believe me that is far has i should go

youll feel like the main character that where you are feeling like things are not what they seem the creepiness just creeps up on you daniel kaluuya is great so is allison williams catherine keener is awesome so is bradley whitford looking like michael gross from family ties well done directional debut for jordan peele",positive,9
716,716," i love suspense movies but the good ones the intelligent ones and this is exactly that an intelligent movie with a lot of jumps it kind of reminded me the skeleton key with kate hudson but get out liked me better get out is well written well acted and well directed you will not be disappointed go watch it now i went with my teen daughter and we both enjoyed the most
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
718,718," ill start by saying that i really enjoyed this movie and i mostly agree with so far the majority of reviewers positive comments about great casting acting writing and suspenseful story i totally recommend seeing this movie but you will be offended and probably not want to see this movie if:

you are uncomfortable with interracial relationships specifically between a black man and white woman this is actually sort of a theme in this movie since many such relationships are depicted including lots of smooching and a sex scene


you cant handle nearly every white character being vilified as evil or racist toward black people this is the directorwriters jordan peele type of humor so if you cant handle whites being made fun of or stereotyped then steer clear of this one


although there were a few previews for movies that are likely targeted more toward black audiences humor and culturewise this movie has a broader appeal just as long as the viewer doesnt have a big chip on their shoulder and gets jordan peeles type of humor",positive,9
720,720," out of all the possible genre combinations horror and comedy are probably the most difficult to combine im not sure if first time director jordan peele impresses more with that particular balance or with his ability to effectively display social commentary

blumhouse productions is putting together quite the resume their films continue to make bank at the box office but the diversity of their horror features are nothing to scoff at either just in the last few years alone theyve made films like the gift the visit split and now get out all original twists on the horrorthriller genre get out may be the most impressive yet

i always talk about my disconnect with the horror genre and how i dont find much substance with  of the films get out turns the genre on its head doesnt rely on jump scares is surrounded by tremendous performances and has a socially relevant script it is so rare for a film to have a socially relevant message without feeling too political or one sided i cant tell you how many times ive appreciated what a film or a tv show is saying but i get turned off by the way its portrayed get out manages to make an entertaining horrorthriller while also commenting on unintentional and benevolent racism coming from a white family towards their daughters new boyfriend an african american

its the racism most people dont normally think about the people who say they arent racist because they voted for barack obama or maybe because tiger woods is their favorite athlete films like  years of slave and the recent documentary th are important but its films like get out that are more effective because they are giving the same message in a different way brilliantly written and structured peele gets the most out of his actors and times the laughs and scares in an effective manner please go out and support an original film like get out you wont be disappointed

original

laughs and scares

really well acted

pacing

",positive,9
721,721," this film reminds me a bit of the films of the s like fright night comical yet horror base it does however pull punches in themes and topics that are definitely relevant to the current administration of the us and the people who voted for it yet its more than that the obvious is that this film is about racism the racism in this film is as obvious as a welcome and a smile in a west texas town that should give you an idea if you have been to west texas there is much to talk about here after watching the film i can understand why reviewers here dont want to say too much i do just want to say that you may leave the theatre having a little bit more respect for tsa training
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,8
722,722," did i see the same movie everyone else did when i saw the trailer for this movie a few months back i really didnt plan on seeing it because i thought it looked like every other horror movie and there wouldnt be anything special about it then it came out and got raving reviews and i felt like i had to see it so i saw it and i was a bit disappointed i loved the first half of the movie but i kind of felt like the second half missed the mark i thought the comedy aspect was a little dull and i didnt think the jokes were great i actually couldnt really tell if the whole movie was a big joke or not but one thing this movie did do was keep me entertained the whole movie i was wondering what was going to happen next and what was happening i didnt think about anything outside the theater and i was completely focused and entertained by the movie which is what a movie is suppose to do i would recommend this movie i thought it was really good but i didnt think it deserved a  star review or that it was the best horror movie of all time  stars
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,1
723,723," just boring nothing happens until hmin and it is just unbelievable i really dont understand why this film was so hyped

dont see this movie
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
725,725," i just came back after watching this incredibly intelligent psychological thriller called get out you could call it a horror film as the more generic elements that are seen in a horror film are present in this movie but this film is so much more than just a scary movie most of the scenes in this film are centered around the follow four actions a denial : secrets are suppressed: b deceit : secrets are revealed c submission : secrets make the protagonist vulnerable d retaliation : secrets make the protagonist strong

daniel kaluuya the lead actor has played his role to stupendous perfection i remember having seen him play emily blunts fbi colleague in sicario but that time my focus wasnt really on him so i had kind of missed out on appreciating the mans ingenious acting talent back then this time though we as an audience are transported into daniels mind and we in a way view the entire film from his characters confused perspective considering how he has conveyed certain emotions in this film we might as well presume that he could be in the race for a best actor oscar nomination next year yes he is that good

can anybody who saw this film believe that this is jordan peeles debut film as a director  if this is what his first film turns out to be i am confident he will go on to become one of the greatest auteurs hollywood has seen till date i am so happy that this movie has minted so much money at the boxoffice it deserves every penny it has earned i have patiently waited for this film to release and now that i have seen the film i can surely tell you that my patience has paid off get out of your homes and watch the movie right now",negative,1
726,726," wasted two hours hope you dont i dont mind a couple of plot wholes but this movie is full of them
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,9
727,727," this is an enjoyable enough  out of  movie that gets elevated to  after i read the reviews from the triggered white casual racists who suddenly found themselves feeling very insecure uncomfortable and angry after watching this film

guys its just a movie i think youll find black people have had to put up with negative racially biased imagery in the name of entertainment on the big screen for decades

very amusing
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
728,728," watched this for the first time and i have to say that for a debut director jordan peele has done an excellent job ignore these ridiculous  scores get out is an addictive slow burn and it was great fun trying to figure out what was going to happen to our hero very well played by daniel kaluuya the film packs in some good genuine scares but also has a fair share of humour good combination story wise it reminded me somewhat of the stepford wives but it is also quite original great stuff im looking forward to seeing peeles latest offering us
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,4
729,729," it contained many elements that progressed the plot along there were many things throughout the movie that foreshadowed the direction of the plot and things throughout the movie symbolized things in real life its not only a movie that is supposed to shock the viewers modern perspective of racism in todays society and how someone could get away with the atrocities committed in this film if you pay attention closely to the concepts mentioned in this movie you can get a lot more out of it then just the face value
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,8
730,730," get out is a movie that came out last year and is directed by first time director jordan peele this film is about an interracial couple between a black man daniel kaluuya called chris and a white woman allison williams called rose and now chris with rose go on vacation at the house were there parents live  in that house chris meets roses family and he doesnt feel so comfortable in this environment he feels awkward and weird and that is meanly because he is black and later on in the movie we find out some deeps secrets about this family and maybe some dark stuff is going to get him

now look before i saw this film i was really excited because i watch some of the review from professional critics and they were saying that this film was a masterpiece a unique experience in rotten tomatoes this film has  so this film instantly went into my radar but i didnt have the chance to see it until this year and now the academy awards nominated this film for four oscars including best picture director actor and screenplay this film supposedly had all positive and now i got the chance to watch it andwell this is my viewpoint

i dont hate get out i think it is a good movie but i dont think it is a great movie i was kind of disappointed with this film to be honest but lets talk about the positives things first

daniel kaluuya gave a terrific performance here thought out this film we see this character progress and change and i did care about him in some of hardcore scenes he did a good job jordan peeles direction was good there are some things in this film that kind of reminded me of the way stanley kubrick directed his films from the way the opening scenes were going along i was enjoying it from the way the shots are made and the amazing score it feel like i was watching a horror film from the s the tension and the suspense surrounding this house and this family is very well done and when a character is in danger you feel that danger this movie also knows how to make the comedy pop in movie like this you expect to see the scary things pop out  and this movie does that but also knows how to make the film funny at times and you laugh when you are suppose to be laughing there is not weird sentiment of: we should be laughing or should be scary  the film doesnt do that

that is what i loved about this film but as always this film has flaws i think that the major problem that i have with this film is the tone this film for the majority of it is a suspense movie things pop out weird stuff happens but in the final scene of the movie it feels like a completely different film i not going to spoil it of course but for me just didnt work and i felt that the end of the film was kind of messy another flaw with the film for me is lilrel howerys character in this film he plays a friend of kaluuyas character and he is always talking in the phone and for the majority of the film his character was very funny and howery was doing a good job as this character i felted that by the end is was useless i mean he does things in the movie for sure but he didnt added to much to film beside some funny jokes and thats it i also felted that this movie was a little too long and there are some scenes were chris goes out of the house to take pictures of things because he is a photographer and from that scenes im out there are boring and it doesnt help too much to the film

guys like i said at the beginning of my review i dont hate this movie but i thinks is getting a little overrated the hype and excitement for this movie is putting this film very high and in my opinion it doesnt deserves it my best way to describe this film is comparing it with another film i saw a couple years ago called american sniper that film got a lot of positives reviews got academy awards nominations and it was put as an amazing war film but when i saw it i was kind of disappointed with that film too that is my exact feeling with this movie for me get out is s american sniper is a good film for sure but is not a great one but as always im just giving my honest opinion here if you loved this movie good for you if you hated this movie good for you also all the opinions are welcome here for me this was good horror movie and i had fun with it at times and because of that im going to give this film a ",negative,3
732,732," ok we all know what means to be a racist but this is another story in comparison with this film in fact we watch a movie thats really obvious what is going to happen every minute after minute and thats boring as about the director he seems to think that white people are like monsters and blacks are cool and dudes its really funny how bad and not realistic builds his characters and how predictable the script is in general he does the same thing he accuses white people do bad white people are looking for black servants if this is not a cliché what really is a cliché and how stupid is the fact that all the white behave the same white people are not a community in the real world there are good white people and bad white people rich white people poor white people beautiful white people ugly white people and the opposite there are good black people and bad black people rich black people poor black people etc etc in general if you think yourself as a smart guy or girl avoid watching this movie its really meaningless and disturbing and no i am not a member in ku klux klan
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,1
733,733," watched this movie with my friend and we had no clue what the movie was about when we entered we just sat in the theater and watched after watching the move weve been talking about it the last  days

all these sensitive people are pretending that the movie was trying to prove something or is insulting to white people the movie isnt trying to prove or show anything its just a movie no one listen to those people who thought it was misinterpreting of white people those people just want to complain about something

the movie doesnt use cgi monsters or demons to make it scary what makes the whole movie scary is that they make every character so awkward and sketchy that it starts creeping you out what i find makes the movie stick with you after is when you realize that everything progressed in a realistic way for most of the movie you dont know whos the real bad guy also the main character knows something is up right away most horror movies are just a repeat of the main character ignoring all the crucial clues to get out you realize the main character did everything he could in this movie which makes the movie seem so real

in conclusion if you just watch the movie and forget about all that stupid slavery and white family talk youll enjoy it",negative,1
734,734," instead of the victims being white women and the sinisters being white men the victims are black men and the sinisters are all white people with the token asian of course

another slam dunk for racism good job
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,3
735,735," i did not like this movie lets just say this movie angers me a lot like a whole lot i am going to say this now and especially more than once: hollywood needs to go back to being apolitical sorry i was just joking i said that only once because i dont want to be accused of a being a racist this movie is proof that we are never going to see anything in the horror genre that isnt propanganda ever again also i find it funny that someone is going to have an irrational and violent problem with my negative opinion about this movie huh no coincidence at all when it comes to the very liberalleaning side i agree with to be trying to turn itself fascist racist and sexist
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
736,736," jordan peels writing and directing were promising i expected a hilarious horror movie which i like a lot or at least according to high ranking on imdb a very good horror movie none of these the first thing – this is not a horror movie maybe just a little bit the second thing – this is not a comedy either this one is too serious for a comedy there were some jokes but i didnt think the jokes were funny enough im not an american and sometimes i enjoy some little racist jokes in american movies but all of these were so much stereotyped and clichéd according to what jordan peel said about this movie he was inspired by the night of the dead  as to me this was more a poor jango remake pros: acting is very good story looks original that is it cons: its not a horror movie not much of mystery genre here too because its too obvious thriller – a little bit not funny some poor pacing writing sucks too much
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,1
738,738," worst movie of   dont see this
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
740,740," this was pretty awful i found myself giggling throughout this movie for the wrong reasons none of the characters were believable especially the family like the father or son  you just wanted to give them a slap but only because their characters were ridiculous it was so over the top it just oozed cringe the main character did not have anything to like about him

that said i guess some people will love it but if you have any form of intelligence you will see its flaws

as for it being a horror movie  there were maybe two jumpy bits in the entire film nothing creative  just a loud string staccato out of the blue to keep your heart at check

the only good thing about this movie was the hot girlfriend played by allison williams i predict she has a great career ahead of her

watch it if you want a giggle  but dont expect anything exciting",positive,7
741,741," i wasnt sure when i saw the trailer it had the potential to be one of two things either a very clever psychological thriller or a puff piece telling us how all white people are evil

im glad to report that its the former this is a cracking film

the set up a young black guy is about to meet the family of his white girlfriend for the first time hes a little apprehensive but she assures him that itll be fine her parents are anything but racist in fact her dad would have voted for obama for a third term if hed been allowed too but when they get there things dont seem quite right its hard to explain why but somethings definitely wrong

daniel kaluuya nice to see an english guy in an american film not playing the bad guy plays chris our poor unsuspecting boyfriend he is the lynch pin to the story everything revolves around him and hes superb allison williams plays rose the girlfriend

if youve seen the trailer youll know that roses family live in the whitest of white neighbourhoods the handful of black people that do live in the area seem to be acting very oddly indeed

this is another film with a small budget there have been a few recently and im starting to believe that some films just spend money for the sake of it sometimes at the expense of telling a story get out cost somewhere around  to make as i write this its apparently taken more than  in the usa alone this shows just what you can do with a well written script some good acting and some highquality production values if you have all that then you have a really good piece of work on your hands there are also very few special effects in this film and those that are used are very simple you could probably recreate them on your phone the film relies on its astute writing and thats a great thing

i was just asked if this is a horror no i dont care what imdb says i dont care what anyone else tells you get out is a thriller and a good one at that there is very little in the way of blood and guts violence its all about atmosphere about a palpable creepiness factor there are points where its actually hard to watch there was also one moment that springs to mind that caused popcorn fly around the theatre but even that wasnt a horror moment it was a great use of sound

the story is a good one the production values are lovely its creepy its funnydid i mention the humour the interactions between chris and his best friend rod lilrel howery are wonderful they might be a little over the top at times but if you took this situation and transposed it into real life then it would be pretty surreal it would be over the top so oddly those moments fit in beautifully with the rest of the film

get out isnt just chris on his own its also filled with a litany of wonderful performances everyone portrays their character perfectly roses parents walk a fine line between seeming awkward and menacing her brother is an off the wall loon the other local white people are so odd even for rich white people as for the few black people that chris meets whilst hes there wow they would make anyone feel uncomfortable

the score is powerful i cant think of a better way to describe it it adds so much to the feel to the atmosphere the story moves along at a good pace there isnt time for you to switch off or get bored in fact the story is key here you think you know whats going on but things arent quite what they seem even in a film that is based around the concept of things not being as they seem and the film is clever in the way that it lets go of its secrets you find out when chris finds out because of that you really feel a part of the narrative it draws you in

i was worried that this was going to be a film that states that all white people are racist and this is evidence of how far theyll go but its not its so much more than that

i dont want to go into details but there are moments when youre thinking how are you going to get out of this one chris it brings out genuine intrigue it makes you think it keeps you on your toes

i really liked it im not going to do what a friend of mind would do and scream its the film of the year from the highest point i can find but its defiantly up there as one of the best of the year so far at  minutes its not a very long film but like everything else about it it seems just right

this is well worth watching in fact id say youre an idiot if you pass up the opportunity to see it

a wonderful film",positive,10
743,743," holy crap this is a good movie admittedly its been a little while since a down and out great film has graced the screen with its presence and longer still since a great mainstream american horror movie has so effectively clutched the collective pearls of moviegoers across this country thus sounding off on this film might just be the product of being starved for truly awesome content still the nerve of this movie the brazen gargantuan balls of this freaking movie – theyre a thing of beauty

those who have glanced get outs chilling trailer will no doubt know the setup a black man named chris kaluuya is brought to the childhood home of his white girlfriend williams in order to charm her uppercrust bourgeois parents she insists there will be no issues though its obvious to chris and everyone else in the room shes being just a tad naive consequently when the couple drives up to the stately family manor on the lake he suspects little other than the usual barrage of forced vaguely racist pablum yet the longer he stays the more chris notices everyone around him seems to be acting rather peculiar including and especially local blacks who behave more docile and compliant than hes used to seeing

using razorsharp social commentary quickwitted humor and good ol fashion suspense get out has all the hallmarks of an aboveaverage turn of the century horror film it balances its blunt themes with a lot of expressive imagery and a consistent tone of protracted offkilter foreboding between catherine keeners hazy somnambulism and bradley whitfords subtle coaxing the movie quietly spins on an ever tilting axis of weirdness every time that spin slows or the films center conflict starts to wear thin were treated to the bizarre showstopping conduct of betty gabriel marcus henderson and a particularly good lakeith stanfield to keep everything headcockingly strange and at the front of it all is daniel kaluuya who remains understated throughout though his smirk cant help but channel sheriff barts in blazing saddles 

the obvious comparison here however would be the stepford wives  which attempted to do for gender politics in the s what get out does for racial politics today the difference here is while one faltered in the realm of active engaging storytelling this movie keeps use glued to the screen from start to finish its escalating stakes and clever little setups and executions become the glue that holds get out together as it wades through the treacherous waters of thirdact fatigue instead of veering bigger and louder like a cure for wellness  does get out keeps its tone and relies on its atmosphere and those sweet sweet payoffs to tickle your brain and keep you invested

and boy is this a tense and engrossing film it aptly juggles all of its various mission statements in a way that is both enthralling and surprisingly polished director jordan peele of key  peele fame slips into the directors chair as if it were a second calling his technical prowess is reminiscent of early shymalan only with narrative twists and turns that feel organic instead of backbreakingly absurd

his freshman film is liable to leave appreciative audiences with a gregarious feeling of catharsis while leaving the rest of us in a state of shock as for me i left feeling i have witnessed a movie about as subversive as brotherhood of death  made by a director hellbent on proving that comedy horror and social awareness are not as far apart as youd think",positive,9
744,744," i just saw jordan peeles directorial debut get out last evening in my local theater and i was blown away by how clever funny insightful and of course unsettling it was it was deliciously weird eerie and clever from the very first scene to the last as i sat transfixed by the events occurring on the screen watching the trailers and seeing the first two acts of the film made me think something quite different from what the film actually turned out to be and i have to commend peele for being able to pull that off so well its rare that my predictions for the twist or finale to a movie are so off the mark

but focusing on the plot itself it follows a young black man named chris daniel kaluuya who is actually british in real life but i never would have guessed had i not seen interviews with him another testament to his incredible acting prowess and his white girlfriend rose allison williams who have been dating for five months and decide its time for chris to meet allisons upper class bourgeoistype parents bradley whitford and catherine keener who live on a large family estate in an affluent suburb this affluent suburb also happens to be the location where several black people mostly men have gone missing for many years vanishing under mysterious circumstances chris is a bit hesitant and nervous because rose has apparently not told her parents that she is dating a black man but she assures him that everything will be fine and they are definitely not racist

however immediately after they arrive chris quickly realizes more and more over the course of his little visit that they may not be overtly racist they do hold certain views towards black people that are a bit odd to say the least coming from a satirical perspective as peele who also wrote the film has stated chris and indeed the audience isnt sure how to take some of the things they say whether or not they are just snide offhand remarks or hinting at something more sinister going on behind the polite cheerful stepfordesque facade in addition to the family itself there are also two black servants walter and georgina who also seem incredibly off as if something isnt quite right in their heads they seem too polite too wellspoken and too white for lack of a better term to chris who nevertheless tries to maintain his composure and hide his true thoughts to his girlfriend and the family in general

unfortunately as chris soon finds out he has every reason to feel paranoid at a garden party another black man who seems oddly familiar to chris temporarily snaps out of his robotic persona and desperately screams at him to get out before its too late he quickly realizes that something is terribly wrong and that his very life or at least his mind might be in jeopardy

i have rarely seen a film where just about every single member of the cast from the main protagonist antagonists and side characters give outstanding performances performing all the little nuances and quirks of their character to an absolute t this definitely includes chriss friend rod lil rey howery who provides most of the comic relief of the film but is also able to carry on the more dramatic scenes effectively also i cant forget to mention the amazing score for the film which is a mix of blues funk and a truly haunting swahili folk song which plays over the opening and end credits

an absolute treat from start to finish and aside from a few clichéd horror movie moments here and there a true marvel of cinema definitely the sort of film to watch at least twice as once you know the twist you can go back and see the film from an entirely different perspective and all the confusing pieces of the surrealist puzzle fall into place thats all folks",positive,9
745,745," rating: ☆☆☆☆ out of 

grade: b

this film is recommended

in brief: a scary but formulaic horror film that has more to say than just boo

synopsis: an interracial couple visit the future inlaws with disastrous results

jims review: there is something decidedly off from the first moments of get out an eerie feeling of dread and doom that follows its tale to its bloody ending critics have lauded comedian jordan peeles mashup of various film genres calling it a satirical political horror thriller and as the films writer and director he has successfully blended these elements most astutely but in his first feature he still follows a safe formula that has been seen countless times in many other thrillers it is not as original as reported but it is highly entertaining

￼racism is at the core of this film and it is so subtly layered in the writing direction and performances although scriptwise it loses its cleverness around the midway point and the twists and reveals were not so surprising to this reviewer

chris and rose daniel kaluuya allison williams an interracial couple decide to visit the armitage family in the affluent countryside a picture perfect community with no real diversity in sight except for the few black servants who tend to their needs of their employers rose has not told her parents dean and missy bradford whitford catherine keener that her boyfriend is black but assures chris that they are an understanding liberallyminded family he has no need to worry wrong of course

￼paranoia quickly set in as chris realizes that some of the towns africanamerican residents demonstrate odd behaviors and appearances in the armitage household their slightly offkilter sons behavior jeremy caleb landry jones may also be misleading the stepford wives  the most dangerous game vibe is more than intentional as tensions begin to slowly build

get out sends up that welltodo white class privilege and their carefully hidden trump values mr peale doesnt shy away from todays divisive climate and uses gallows humor to make his point his sense of irony becomes grim as the horror elements begin to seep into the plot his direction is skillfully handled as he creates the right atmosphere and rhythm for his film to jumpstart the scares there are plenty of well deserved jumpouttayourseat moments to enjoy

￼the actors underplay their roles which makes the film more disturbing and effective mr kaluuya is very good as carl he is instantly relatable and his nuanced performance is the major catalyst for the films success ms williams has a nice counter balance as his girlfriend both mr whitford and ms keener two always reliable actors are subtly discomfiting as roses odd parents but the standout performance is given by betty gabriel as georgina who simmers with restrained creepiness as the loyal maid there is also fine support by marcus henderson and lirel howery who contributes the needed comic relief to diffuse some of the tension

￼the moviegoers in the theater were totally involved extremely audible in their reactions to the action and gore this demonstrative twentysomething crowd whooped and hollered their approval at every killing they applauded numerous times at the bloody mayhem and laughed wholeheartedly at the comic relief sprinkled throughout the film the film made the right impression with its target audience who all shared in the communal tension

get out is a real crowdpleaser but the film is not breaking any new territory as many reviewers have suggested its just a well crafted suspenseful if unoriginal horror thriller which establishes mr peele as a promising director so get out see this film and have some fun",negative,1
746,746," this film should have slaright out to blu ray and dvd i dont understand why everyone loves this movie so good i dont understand i respect people for others who likes this movie thats fine but i am only guy who hates this film a lot because i thought it was very silly writing of film i thought the all idea of it looks and sounds silly like story is written buy group of kids in grade  written this this

is no series film this is like almost like another film with black slavery version modern day of movie called village give me a break this movie  doesnt deserve that high rating whats their to like about it this film  i understand what this is all about but what i didnt like about is just writing and direction the way how stupid ideas i rather watch django unchained black slavery film then this garbage i was almost thinking about moving out of theaters slaright away i knew how bad this movie really was i wish this movie gone out of theaters never shown ever again never existed it gone out to space i will never know why everyone likes this movie the plot: follows that photographer chris washington daniel kaluuya is a african american guy who has a mother passed away from hitrun who knows how  or who did it and i like his character he wasnt pain in butt as character i thought he is likable character in film but i wish it could be a different film for his character chris is going away for a week with

his girlfriend rose armitage family house allison williamsthey go to her family house neurosurgeon dean bradley whitford and psychiatristhypnotherapist missy and her brother jeremycaleb landry jones at the house everyone tries to make chris feel welcome he had good time with family they were kind all that but there is something he doesnt know about family that well anyway there is scene looks so stupid scene with chris and missy on scene when she holds a cup trys hypnotizes him with tea if she stirring it will knock him out what a stupid thing i have ever saw i understand film but the this writing of it i think its dumb it knocks him out if she is stirring the tea what the heck  the stupid scene from movie its so dumb how chris was going to smoke outside then sees walter marcus henderson scene when he runs

towards him then turns right while hes running i am like is that meant to scare me because it wasnt scary away from noting and house butter is georgina betty gabriel i rather watch the purge: election year with her in it i like her character a lot more then this film who doesnt look any scary when she laughs she cry i am like ok i dont understand thats scary none of another characters are good expect for lead role chirs is alright and next day when the party everyone that family knows they had theres guy i swear he dress and really looks like a discount version of pharrell williams he really looks like him the character andre hayworth aka andrew logan king lakeith stanfield the hat he wears i thought that was pharrell williams not be racist have a look so any way everyone who was their are kidnapped brain washed them boo ho the film is slow boring there is noting too it specially there is a stupid scene when chris takes a picture of andrew the flash hits them they have suffered an epileptic seizure first of all they get a nosebleed i am like really who would take a picture of something during the day when there is sunlight its during the day outside chris somehow forgot to turn of flashlight from his phone i was going too say who would take a picture during day sunset its bright day someone takes a picture with flashlight just to take a picture of

andrew in movie scene i am like why dont you check if the flash light is on then you take a picture but i know the movie is trying to be thrilling thats scene when guy says get out i am like roll credits form this silly dumb film ending is noting the ending is so dumb compete this film should have not went in my way i will kick out this film because its gargbe i dont know why this film is shown in theaters whats the fun experience about this film whats scary about this film you have a silly dumb lame twist towards at end i am not going to spoil the movie for everyone or else its not fair because they havent seen it but its just big huge time waster i have wasted  dollars for

ticket i wanted back so badly this movie is not worth for your time get out of it its not really that good the story and writing is not that great its silly when it gets towards it its not even scary some of scenes are just funny but they meant to scare you off the edge of your seat but it doesnt it just wastes your time thinking if you like movie over rating believe me its not that good  director is worst jordan peele actor and director he did keanu worst film of all time now this hits to theaters when you see this movie half way in  get out of this movie get another movie to watch i always wanted to leave theater i wish people got out of theater watched something else but i payed  bucks walk out waste of money and time",positive,8
